deprecation_reason,description,forks,homepage,keywords,language,latest_download_url,latest_stable_release_number,latest_stable_release_published_at,license_normalized,licenses,name,normalized_licenses,package_manager_url,platform,rank,repository_url,stars,status
None,freedsl,2,https://github.com/ISCPIF/freedsl,"['effects', 'free-monad', 'functional-programming', 'modularity', 'monad', 'monad-transformers', 'pure', 'scala']",Scala,https://repo1.maven.org/maven2/fr/iscpif/freedsl/freedsl_2.12/0.26/freedsl_2.12-0.26.jar,None,None,True,LGPL,fr.iscpif.freedsl:freedsl_2.12,['Other'],https://repo1.maven.org/maven2/fr/iscpif/freedsl/freedsl_2.12,Maven,7,https://github.com/ISCPIF/freedsl,34,None
None,A very simple WFS client,2,https://github.com/geodatagouv/wfs-client,"['WFS', 'OGC']",JavaScript,https://registry.npmjs.org/wfs-client/-/wfs-client-0.4.1.tgz,0.4.1,2018-10-27T16:22:39.607Z,False,MIT,wfs-client,['MIT'],https://www.npmjs.com/package/wfs-client,NPM,8,https://github.com/geodatagouv/wfs-client,9,None
None,Storage statements for EZS,1,https://github.com/Inist-CNRS/ezs/tree/master/packages/storage#readme,['ezs'],JavaScript,https://registry.npmjs.org/@ezs/storage/-/@ezs/storage-1.5.4.tgz,1.5.4,2021-10-05T07:38:53.224Z,False,MIT,@ezs/storage,['MIT'],https://www.npmjs.com/package/@ezs/storage,NPM,10,https://github.com/Inist-CNRS/ezs,2,None
None,OpenFisca-France-Data module to work with French survey data,16,https://github.com/openfisca/openfisca-france-data,"['tax', 'benefit', 'social', 'survey', 'data', 'microsimulation']",Python,None,0.19.3,2021-08-26T12:29:03.000Z,True,http://www.fsf.org/licensing/licenses/agpl-3.0.html,OpenFisca-France-Data,['Other'],https://pypi.org/project/OpenFisca-France-Data/,Pypi,8,https://github.com/openfisca/openfisca-france-data,11,None
None,LemonLDAP::NG handler for Node.js,2,https://lemonldap-ng.org,"['Lemonldap::NG', 'SSO', 'SAML', 'OpenID-Connect', 'SSOaaS', 'handler', 'lemonldap-ng', 'nginx', 'sso-authentication']",CoffeeScript,https://registry.npmjs.org/lemonldap-ng-session-redis/-/lemonldap-ng-session-redis-0.5.4.tgz,0.5.4,2020-10-03T14:56:22.396Z,True,GPL-2.0-or-later,lemonldap-ng-session-redis,['CNRI-Python-GPL-Compatible'],https://www.npmjs.com/package/lemonldap-ng-session-redis,NPM,8,https://github.com/LemonLDAPNG/node-lemonldap-ng-handler,6,None
None,LemonLDAP::NG handler for Node.js,2,https://lemonldap-ng.org,"['Lemonldap::NG', 'SSO', 'SAML', 'OpenID-Connect', 'SSOaaS', 'handler', 'lemonldap-ng', 'nginx', 'sso-authentication']",CoffeeScript,https://registry.npmjs.org/perl-dbi/-/perl-dbi-0.5.4.tgz,0.5.4,2020-10-03T14:54:47.205Z,True,GPL-2.0-or-later,perl-dbi,['CNRI-Python-GPL-Compatible'],https://www.npmjs.com/package/perl-dbi,NPM,8,https://github.com/LemonLDAPNG/node-lemonldap-ng-handler,6,None
None,Module de comparaison de deux textes pour la traduction en legistique,0,https://github.com/SocialGouv/traducteur-legistique,[],JavaScript,https://registry.npmjs.org/@socialgouv/traducteur-legistique/-/@socialgouv/traducteur-legistique-1.1.0.tgz,1.1.0,2020-05-19T18:42:31.247Z,False,Apache-2.0,@socialgouv/traducteur-legistique,['Apache-2.0'],https://www.npmjs.com/package/@socialgouv/traducteur-legistique,NPM,9,https://github.com/SocialGouv/traducteur-legistique,0,None
None,powerapi-core,15,http://www.powerapi.org/,"['akka', 'consumption', 'energy', 'hardware-counters', 'inria', 'intel-rapl', 'meters', 'power', 'powerapi', 'rapl', 'scala']",Scala,https://repo1.maven.org/maven2/org/powerapi/powerapi-core_2.11/4.0/powerapi-core_2.11-4.0.jar,None,None,False,AGPL-3.0,org.powerapi:powerapi-core_2.11,['AGPL-3.0'],https://repo1.maven.org/maven2/org/powerapi/powerapi-core_2.11,Maven,3,https://github.com/Spirals-Team/powerapi,69,Removed
None,"Decorators, validators and string helpers for classic email, password, loading fields in a react final form",0,https://github.com/betagouv/react-final-form-utils#readme,"['react', 'react-router', 'react-final-form', 'final-form-calculate']",JavaScript,https://registry.npmjs.org/react-final-form-utils/-/react-final-form-utils-1.4.0.tgz,1.4.0,2020-01-03T16:56:16.399Z,False,,react-final-form-utils,['MIT'],https://www.npmjs.com/package/react-final-form-utils,NPM,9,https://github.com/betagouv/react-final-form-utils,4,None
None,uData content recommendations bridge,3,https://github.com/opendatateam/udata-recommendations,"['udata', 'recommendations']",Python,None,3.1.0,2021-09-16T13:32:33.000Z,True,LGPL,udata-recommendations,['Other'],https://pypi.org/project/udata-recommendations/,Pypi,9,https://github.com/opendatateam/udata-recommendations,1,None
None,Extension of spoon for bytecode through decompilation,260,http://spoon.gforge.inria.fr/,"['abstract-syntax-tree', 'ast', 'code-analysis', 'code-generation', 'code-transformation', 'compile-time-reflection', 'hacktoberfest', 'inria', 'java', 'java-module', 'java10', 'java9', 'metaprogramming', 'parser', 'spoon', 'static-analysis']",Java,https://repo1.maven.org/maven2/fr/inria/gforge/spoon/spoon-decompiler/0.1.0/spoon-decompiler-0.1.0.jar,0.1.0,2019-09-26T00:00:00.000Z,False,Apache-2.0,fr.inria.gforge.spoon:spoon-decompiler,['Apache-2.0'],https://repo1.maven.org/maven2/fr/inria/gforge/spoon/spoon-decompiler,Maven,10,https://github.com/INRIA/spoon,1213,None
None,SocialGouv strict ESLint config.,4,https://github.com/SocialGouv/linters/tree/master/packages/eslint-config-strict,"['eslint', 'linter', 'linters', 'react', 'tslint']",TypeScript,https://registry.npmjs.org/@socialgouv/eslint-config-strict/-/@socialgouv/eslint-config-strict-1.0.0-beta.5.tgz,0.35.0,2020-06-23T12:37:00.107Z,False,Apache-2.0,@socialgouv/eslint-config-strict,['Apache-2.0'],https://www.npmjs.com/package/@socialgouv/eslint-config-strict,NPM,9,https://github.com/SocialGouv/linters,1,None
None,French Geoportal SDK based on OpenLayers (2D),7,https://geoservices.ign.fr/documentation/utilisation_web/sdk.html,"['openlayers', 'geoportail', 'webservice', 'javascript', 'sdk', '3d', 'itowns', 'geoportal-access-lib', 'geoportal-extensions']",HTML,https://registry.npmjs.org/@ignf-geoportal/sdk-2d/-/@ignf-geoportal/sdk-2d-3.2.0.tgz,3.2.0,2021-08-03T17:00:52.152Z,False,CECILL-B,@ignf-geoportal/sdk-2d,['CECILL-B'],https://www.npmjs.com/package/@ignf-geoportal/sdk-2d,NPM,10,https://github.com/IGNF/geoportal-sdk,26,None
None,A webmining CLI tool & library for python.,11,http://github.com/medialab/minet,"['webmining', 'cli', 'python']",Python,None,0.53.10,2021-10-12T13:33:25.000Z,False,MIT,minet,['MIT'],https://pypi.org/project/minet/,Pypi,10,https://github.com/medialab/minet,104,None
None,Atlanmod Ecore Resources,2,http://atlanmod.org,[],Shell,https://repo1.maven.org/maven2/org/atlanmod/zoo/emf-java/1.0.0/emf-java-1.0.0.jar,1.0.0,2019-11-08T00:00:00.000Z,True,Eclipse Public License - v 2.0,org.atlanmod.zoo:emf-java,['EPL-2.0'],https://repo1.maven.org/maven2/org/atlanmod/zoo/emf-java,Maven,7,https://github.com/atlanmod/zoo,3,None
None,viabilitree,3,https://github.com/ISCPIF/viabilitree,[],Scala,https://repo1.maven.org/maven2/fr/iscpif/viabilitree_2.12/2.0/viabilitree_2.12-2.0.jar,None,None,True,Affero GPLv3,fr.iscpif:viabilitree_2.12,['AGPL-1.0'],https://repo1.maven.org/maven2/fr/iscpif/viabilitree_2.12,Maven,5,https://github.com/ISCPIF/viabilitree,2,None
None,CDTN log management : index logs and generate reports.,2,https://github.com/SocialGouv/cdtn-monolog,[],TypeScript,https://registry.npmjs.org/@socialgouv/cdtn-monolog/-/@socialgouv/cdtn-monolog-1.7.1.tgz,1.7.1,2021-10-12T15:38:58.904Z,False,Apache-2.0,@socialgouv/cdtn-monolog,['Apache-2.0'],https://www.npmjs.com/package/@socialgouv/cdtn-monolog,NPM,10,https://github.com/SocialGouv/cdtn-monolog,1,None
None,"Return a indicator (in %) of any text, using dictionnary.",0,https://github.com/Inist-CNRS/text-quality-indicator#readme,[],JavaScript,https://registry.npmjs.org/text-quality-indicator/-/text-quality-indicator-2.6.1.tgz,2.6.1,2021-03-02T17:14:55.907Z,False,MIT,text-quality-indicator,['MIT'],https://www.npmjs.com/package/text-quality-indicator,NPM,10,https://github.com/Inist-CNRS/text-quality-indicator,4,None
None,OpenDataSoft integration for udata,1,https://github.com/opendatateam/udata-ods,"['udata', 'harvester', 'OpenDataSoft']",Python,None,2.1.0,2020-10-16T15:21:58.000Z,True,AGPL,udata-ods,['Other'],https://pypi.org/project/udata-ods/,Pypi,10,https://github.com/opendatateam/udata-ods,2,None
None,Définition Typescript du module hornet-js-batch,6,https://github.com/diplomatiegouvfr/hornet-js#readme,[],TypeScript,https://registry.npmjs.org/hornet-js-batch-dts/-/hornet-js-batch-dts-5.3.0.tgz,5.3.0,2019-03-28T07:02:30.208Z,False,CECILL-2.1,hornet-js-batch-dts,['CECILL-2.1'],https://www.npmjs.com/package/hornet-js-batch-dts,NPM,10,https://github.com/diplomatiegouvfr/hornet-js,16,None
None,LemonLDAP::NG handler for Node.js,2,https://lemonldap-ng.org,"['Lemonldap::NG', 'SSO', 'SAML', 'OpenID-Connect', 'SSOaaS', 'handler', 'lemonldap-ng', 'nginx', 'sso-authentication']",CoffeeScript,https://registry.npmjs.org/lemonldap-ng-conf-yaml/-/lemonldap-ng-conf-yaml-0.5.4.tgz,0.5.4,2020-10-03T14:55:46.641Z,True,GPL-2.0-or-later,lemonldap-ng-conf-yaml,['CNRI-Python-GPL-Compatible'],https://www.npmjs.com/package/lemonldap-ng-conf-yaml,NPM,8,https://github.com/LemonLDAPNG/node-lemonldap-ng-handler,6,None
None,A simple Yeoman generator to scaffold artoo.js projects.,0,https://github.com/medialab/generator-artoo,['yeoman-generator'],JavaScript,https://registry.npmjs.org/generator-artoo/-/generator-artoo-0.0.3.tgz,0.0.3,2014-10-15T10:34:39.365Z,False,MIT,generator-artoo,['MIT'],https://www.npmjs.com/package/generator-artoo,NPM,6,https://github.com/medialab/generator-artoo,0,None
None,Create and manage CNAM front-end projects,4,https://github.com/assurance-maladie-digital/design-system/blob/master/packages/vue-dash/README.md,"['cnam', 'vue', 'vue-dash', 'scaffolding', 'components', 'design-system', 'france', 'health-insurance', 'vue-cli', 'vuejs']",TypeScript,https://registry.npmjs.org/@cnamts/vue-dash/-/@cnamts/vue-dash-2.0.0-alpha.47.tgz,0.1.0,2019-05-20T13:40:15.118Z,False,MIT,@cnamts/vue-dash,['MIT'],https://www.npmjs.com/package/@cnamts/vue-dash,NPM,8,https://github.com/assurance-maladie-digital/design-system,17,None
None,VTL engine framework for Trevas,1,https://inseefr.github.io/Trevas,[],Java,https://repo1.maven.org/maven2/fr/insee/trevas/vtl-engine/0.2.1/vtl-engine-0.2.1.jar,0.2.1,2021-10-14T14:59:20.000Z,True,MIT License,fr.insee.trevas:vtl-engine,['MIT'],https://repo1.maven.org/maven2/fr/insee/trevas/vtl-engine,Maven,8,https://github.com/InseeFr/Trevas,3,None
None,Convert RGF93 coordinates to WGS84,0,https://code.cultureouverte.org/bzg/clj-rgf93-wgs84,['entrepreneur-interet-general'],HTML,https://repo1.maven.org/maven2/clj-rgf93-wgs84/clj-rgf93-wgs84/0.1.0/clj-rgf93-wgs84-0.1.0.jar,0.1.0,2020-02-09T17:10:22.000Z,True,Eclipse Public License,clj-rgf93-wgs84:clj-rgf93-wgs84,['EPL-2.0'],https://repo1.maven.org/maven2/clj-rgf93-wgs84/clj-rgf93-wgs84,Maven,6,https://github.com/entrepreneur-interet-general/clj-rgf93-wgs84,0,None
None,BerkeleyDB extension of the core component.,12,www.neoemf.com,"['eclipse-plugin', 'emf', 'large-models', 'persistence']",Java,https://repo1.maven.org/maven2/fr/inria/atlanmod/neoemf/neoemf-data-berkeleydb/2.0.0/neoemf-data-berkeleydb-2.0.0.jar,2.0.0,2019-03-21T00:00:00.000Z,True,Eclipse Public License v2.0,fr.inria.atlanmod.neoemf:neoemf-data-berkeleydb,['EPL-2.0'],https://repo1.maven.org/maven2/fr/inria/atlanmod/neoemf/neoemf-data-berkeleydb,Maven,11,https://github.com/atlanmod/NeoEMF,36,None
None,kdtree,3,https://github.com/ISCPIF/viabilitree,[],Scala,https://repo1.maven.org/maven2/fr/iscpif/viabilitree/kdtree_2.12/2.0/kdtree_2.12-2.0.jar,None,None,True,Affero GPLv3,fr.iscpif.viabilitree:kdtree_2.12,['AGPL-1.0'],https://repo1.maven.org/maven2/fr/iscpif/viabilitree/kdtree_2.12,Maven,7,https://github.com/ISCPIF/viabilitree,2,None
None,French Postal Addresses Normalizer,0,,[],JavaScript,https://registry.npmjs.org/@etalab/normadresse/-/@etalab/normadresse-1.2.0.tgz,1.2.0,2021-02-17T09:30:58.781Z,False,MIT,@etalab/normadresse,['MIT'],https://www.npmjs.com/package/@etalab/normadresse,NPM,10,https://github.com/etalab/js-normadresse,3,None
None,JavaScript tools for the [Validation and Transformation Language](https://sdmx.org/?page_id=5096),4,,"['antlr', 'control', 'parsing', 'validation', 'vtl']",JavaScript,https://registry.npmjs.org/@inseefr/vtl-2.0-antlr-tools/-/@inseefr/vtl-2.0-antlr-tools-0.1.0.tgz,0.1.0,2021-05-21T07:27:37.004Z,False,MIT,@inseefr/vtl-2.0-antlr-tools,['MIT'],https://www.npmjs.com/package/@inseefr/vtl-2.0-antlr-tools,NPM,8,https://github.com/InseeFr/VTL-Tools,4,None
None,French Geoportal Extensions for iTowns,25,https://geoservices.ign.fr/documentation/utilisation_web/extension-itowns.html,"['geoportail', 'plugin', 'javascript', 'Itowns', 'leaflet', 'openlayers', '3d', 'geoportal-extensions']",JavaScript,https://registry.npmjs.org/geoportal-extensions-itowns/-/geoportal-extensions-itowns-2.3.3.tgz,2.3.3,2021-06-16T14:33:08.047Z,False,CECILL-B,geoportal-extensions-itowns,['CECILL-B'],https://www.npmjs.com/package/geoportal-extensions-itowns,NPM,12,https://github.com/IGNF/geoportal-extensions,40,None
None,Fiches vos droits et démarches au format JSON,1,https://github.com/SocialGouv/fiches-vdd#readme,[],JavaScript,https://registry.npmjs.org/@socialgouv/fiches-vdd-types/-/@socialgouv/fiches-vdd-types-2.219.0.tgz,2.219.0,2021-10-20T04:19:01.010Z,False,MIT,@socialgouv/fiches-vdd-types,['MIT'],https://www.npmjs.com/package/@socialgouv/fiches-vdd-types,NPM,10,https://github.com/SocialGouv/fiches-vdd,2,None
None,Powerful link analyzer,0,https://github.com/inspireteam/plunger,"['analysis', 'archives', 'atom', 'crawling', 'http', 'indexof', 'inspector', 'nodejs']",JavaScript,https://registry.npmjs.org/plunger/-/plunger-3.2.1.tgz,3.2.1,2018-11-26T18:04:28.829Z,False,MIT,plunger,['MIT'],https://www.npmjs.com/package/plunger,NPM,8,https://github.com/geodatagouv/plunger,3,None
None,A library of multithreaded iterator workflows.,0,http://github.com/medialab/quenouille,"['url', 'python', 'multithreading']",Python,None,1.4.2,2021-05-25T17:26:33.000Z,False,MIT,quenouille,['MIT'],https://pypi.org/project/quenouille/,Pypi,10,https://github.com/medialab/quenouille,6,None
None,Définition Typescript du module hornet-js-passport,6,https://github.com/diplomatiegouvfr/hornet-js#readme,[],TypeScript,https://registry.npmjs.org/hornet-js-passport-dts/-/hornet-js-passport-dts-5.3.0.tgz,5.3.0,2019-03-28T07:05:12.936Z,False,CECILL-2.1,hornet-js-passport-dts,['CECILL-2.1'],https://www.npmjs.com/package/hornet-js-passport-dts,NPM,10,https://github.com/diplomatiegouvfr/hornet-js,16,None
None,Field level permissions for Django REST Framework,3,https://github.com/unistra/django-rest-framework-fine-permissions,"['django', 'REST', 'rest_framework', 'permissions']",Python,None,0.9.0,2021-07-01T12:46:03.000Z,True,GNU General Public License v2 (GPLv2),djangorestframework-fine-permissions,['GPL-3.0'],https://pypi.org/project/djangorestframework-fine-permissions/,Pypi,11,https://github.com/unistra/django-rest-framework-fine-permissions,33,None
None,VuePress theme - Gouv Fr,1,https://github.com/etalab/vuepress-theme-gouv-fr,"['vuepress', 'theme', 'gouv', 'gouvfr', 'france', 'gouvernement', 'npm-package', 'npmjs', 'vuepress-theme']",Vue,https://registry.npmjs.org/vuepress-theme-gouv-fr/-/vuepress-theme-gouv-fr-1.1.1.tgz,1.1.1,2020-01-31T10:39:04.540Z,False,MIT,vuepress-theme-gouv-fr,['MIT'],https://www.npmjs.com/package/vuepress-theme-gouv-fr,NPM,8,https://github.com/etalab/vuepress-theme-gouv-fr,2,None
None,Définition Typescript du module hornet-js-components,6,https://github.com/diplomatiegouvfr/hornet-js#readme,[],TypeScript,https://registry.npmjs.org/hornet-js-components-dts/-/hornet-js-components-dts-5.3.0.tgz,5.3.0,2019-03-28T07:03:00.399Z,False,CECILL-2.1,hornet-js-components-dts,['CECILL-2.1'],https://www.npmjs.com/package/hornet-js-components-dts,NPM,10,https://github.com/diplomatiegouvfr/hornet-js,16,None
None,error,2,https://github.com/ISCPIF/freedsl,"['effects', 'free-monad', 'functional-programming', 'modularity', 'monad', 'monad-transformers', 'pure', 'scala']",Scala,https://repo1.maven.org/maven2/fr/iscpif/freedsl/error_2.12/0.8/error_2.12-0.8.jar,None,None,True,LGPL,fr.iscpif.freedsl:error_2.12,['Other'],https://repo1.maven.org/maven2/fr/iscpif/freedsl/error_2.12,Maven,7,https://github.com/ISCPIF/freedsl,34,None
None,A node.js phantom interface for scraping purposes.,2,https://github.com/medialab/bothan,['phantomjs'],JavaScript,https://registry.npmjs.org/bothan/-/bothan-0.2.0.tgz,0.2.0,2015-03-18T17:06:43.731Z,False,MIT,bothan,['MIT'],https://www.npmjs.com/package/bothan,NPM,8,https://github.com/medialab/bothan,9,None
None,Amalia metadata model manipulation,2,http://ina-foss.github.io/amalia.js/,[],Java,https://repo1.maven.org/maven2/fr/ina/research/amalia-model/0.2.9/amalia-model-0.2.9.jar,0.2.9,2020-04-23T00:00:00.000Z,True,"GNU LESSER GENERAL PUBLIC LICENSE, Version 3",fr.ina.research:amalia-model,['LGPL-2.1+'],https://repo1.maven.org/maven2/fr/ina/research/amalia-model,Maven,7,https://github.com/ina-foss/amalia-model,4,None
None,OpenFisca tax and benefit system for nsw - base package,10,https://github.com/openfisca/country-template,"['benefit', 'microsimulation', 'social', 'tax', 'better-rules', 'legislation-as-code', 'rules-as-code']",Python,None,0.8.0,2020-01-15T06:09:27.000Z,True,http://www.fsf.org/licensing/licenses/agpl-3.0.html,openfisca-nsw-base,['Other'],https://pypi.org/project/openfisca-nsw-base/,Pypi,8,https://github.com/openfisca/country-template,17,None
None,API for French administrative units,7,https://api.gouv.fr/api/api-geo.html,[],JavaScript,https://registry.npmjs.org/@etalab/api-communes/-/@etalab/api-communes-1.0.0.tgz,1.0.0,2018-05-24T13:31:08.738Z,False,MIT,@etalab/api-communes,['MIT'],https://www.npmjs.com/package/@etalab/api-communes,NPM,8,https://github.com/etalab/api-communes,30,None
None,LemonLDAP::NG handler for Node.js,2,https://lemonldap-ng.org,"['Lemonldap::NG', 'SSO', 'SAML', 'OpenID-Connect', 'SSOaaS', 'handler', 'lemonldap-ng', 'nginx', 'sso-authentication']",CoffeeScript,https://registry.npmjs.org/lemonldap-ng-conf-dbi/-/lemonldap-ng-conf-dbi-0.5.4.tgz,0.5.4,2020-10-03T14:55:34.659Z,True,GPL-2.0-or-later,lemonldap-ng-conf-dbi,['CNRI-Python-GPL-Compatible'],https://www.npmjs.com/package/lemonldap-ng-conf-dbi,NPM,8,https://github.com/LemonLDAPNG/node-lemonldap-ng-handler,6,None
None,OpenFisca tax and benefit system for Country-Template,10,https://github.com/openfisca/country-template,"['benefit', 'microsimulation', 'social', 'tax', 'better-rules', 'legislation-as-code', 'rules-as-code']",Python,None,3.12.9,2021-08-18T17:29:23.000Z,True,http://www.fsf.org/licensing/licenses/agpl-3.0.html,OpenFisca-Country-Template,['Other'],https://pypi.org/project/OpenFisca-Country-Template/,Pypi,12,https://github.com/openfisca/country-template,17,None
None,util,2,https://github.com/ISCPIF/freedsl,"['effects', 'free-monad', 'functional-programming', 'modularity', 'monad', 'monad-transformers', 'pure', 'scala']",Scala,https://repo1.maven.org/maven2/fr/iscpif/freedsl/util_2.11/0.2/util_2.11-0.2.jar,None,None,True,LGPL,fr.iscpif.freedsl:util_2.11,['Other'],https://repo1.maven.org/maven2/fr/iscpif/freedsl/util_2.11,Maven,7,https://github.com/ISCPIF/freedsl,34,None
